"Path","Name","Modified","Size","LineCount","Sha1","First5"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_diagnostic_start_without_strength_filters.pine","smc_core_detector_PRE_L0_diagnostic_start_without_strength_filters.pine","2026-04-11 22:03:51","11861","288","D227AA3DF5D77C412B09B1BD2988971288898540","//@version=6 || indicator(""SMC Core Detector L0 Start Gate Overblocking Fix"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || atrLen = input.int(14, ""ATR Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_exact_blocking_node_proof.pine","smc_core_detector_PRE_L0_exact_blocking_node_proof.pine","2026-04-12 13:32:43","11251","278","ED92959015A0DB806A7126C46F1333E16DCCB882","//@version=6 || indicator(""SMC Core Detector L0 Diagnostic Start Without Strength Filters"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = 20"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_exact_structural_leg_completion_root_correct_path.pine","smc_core_detector_PRE_L0_exact_structural_leg_completion_root_correct_path.pine","2026-04-15 14:39:43","9464","254","27490D3529573C651B1770607FDE7892F9C1BF24","//@version=6 || indicator(""SMC Core Detector L0 Completed Structural Impulse"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_fix_unreachable_completion_rule.pine","smc_core_detector_PRE_L0_fix_unreachable_completion_rule.pine","2026-04-15 16:24:17","9410","223","53A903DDA5BE8F4DBD1DADDA49180666C0B55883","//@version=6 || indicator(""SMC Core Detector L0 Exact Structural Leg Completion Root"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_global_boundary_contract.pine","smc_core_detector_PRE_L0_global_boundary_contract.pine","2026-04-12 22:37:58","12808","317","14A19D6D905657BAD6371ABDBE48CC81BD4DB586","//@version=6 || indicator(""SMC Core Detector L0 Clean From Zero"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = input.int(20, ""Range Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_new_clean_detector_from_zero.pine","smc_core_detector_PRE_L0_new_clean_detector_from_zero.pine","2026-04-12 22:18:52","10603","254","6D3FEFF03D8E85E452AF2DAEE80A35253CD6BC5D","//@version=6 || indicator(""SMC Core Detector L0 Live Origin Fixation"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_prove_origin_root_or_symptom.pine","smc_core_detector_PRE_L0_prove_origin_root_or_symptom.pine","2026-04-12 22:02:42","10520","251","49D262C901A51D12AE71DDFBB42CA236F70E1E0C","//@version=6 || indicator(""SMC Core Detector L0 Split Selected Master and Scan Candidate"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_rearm_scanner_after_confirmed_master.pine","smc_core_detector_PRE_L0_rearm_scanner_after_confirmed_master.pine","2026-04-12 15:51:52","9331","215","E8629090B60E565E4800DD92D98A2F39024FD954","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_replace_retro_seed_origin_with_live_origin.pine","smc_core_detector_PRE_L0_replace_retro_seed_origin_with_live_origin.pine","2026-04-12 22:02:42","10520","251","49D262C901A51D12AE71DDFBB42CA236F70E1E0C","//@version=6 || indicator(""SMC Core Detector L0 Split Selected Master and Scan Candidate"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_restore_provisional_impulse_existence.pine","smc_core_detector_PRE_L0_restore_provisional_impulse_existence.pine","2026-04-15 14:10:14","7205","189","E7D629DF294F6F617083C142A3D962CCBDFE971E","//@version=6 || indicator(""SMC Core Detector L0 Completed Structural Impulse"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_return_to_operational_detector_and_fix_last_impulse_selection.pine","smc_core_detector_PRE_L0_return_to_operational_detector_and_fix_last_impulse_selection.pine","2026-04-12 13:45:46","11249","278","1131A5E8954A87FED0336E461275B5F5FAF43F0B","//@version=6 || indicator(""SMC Core Detector L0 Diagnostic Start Without Strength Filters"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = 20"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_split_selected_master_and_scan_candidate.pine","smc_core_detector_PRE_L0_split_selected_master_and_scan_candidate.pine","2026-04-12 21:48:02","10749","258","B2B9EBE35CEF586998774E8A8A2876D2B69795CD","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_structural_leg_first_detector.pine","smc_core_detector_PRE_L0_structural_leg_first_detector.pine","2026-04-15 08:24:37","15017","376","D29F1722B01A2C9E7C2DBF81898FEAA89C7C84A2","//@version=6 || indicator(""SMC Core Detector L0 Global Boundary Contract"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || structureSpan = input.int(2, ""Structure Span"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_verify_newer_confirmed_replaces_old_master.pine","smc_core_detector_PRE_L0_verify_newer_confirmed_replaces_old_master.pine","2026-04-12 15:41:43","9495","215","3B732082D30B42F634C107BBA255B9AF16B24CBD","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_candidate.pine","smc_core_detector_PRE_L2_candidate.pine","2026-04-15 20:35:30","12180","282","E0E3A129100402496871044721B78FE499E4A20C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_candidate_code_implementation_after_rejection_fix.pine","smc_core_detector_PRE_L2_candidate_code_implementation_after_rejection_fix.pine","2026-04-15 20:35:30","12180","282","E0E3A129100402496871044721B78FE499E4A20C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_candidate_contract_sweep_lock_immediate.pine","smc_core_detector_PRE_L2_candidate_contract_sweep_lock_immediate.pine","2026-04-15 20:35:30","12180","282","E0E3A129100402496871044721B78FE499E4A20C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_chart_verification_current_active_core.pine","smc_core_detector_PRE_L2_chart_verification_current_active_core.pine","2026-04-20 22:03:51","24058","515","B69331600043F986F54675131971130B6E8426F9","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_external_verification_source_provisioning.pine","smc_core_detector_PRE_L2_external_verification_source_provisioning.pine","2026-04-20 22:03:51","24058","515","B69331600043F986F54675131971130B6E8426F9","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_proof_source_recovery_ultra_control.pine","smc_core_detector_PRE_L2_proof_source_recovery_ultra_control.pine","2026-04-20 22:03:51","24058","515","B69331600043F986F54675131971130B6E8426F9","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L2_rejection_contract_resolution.pine","smc_core_detector_PRE_L2_rejection_contract_resolution.pine","2026-04-15 20:35:30","12180","282","E0E3A129100402496871044721B78FE499E4A20C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_last_single_fib.pine","smc_core_detector_PRE_last_single_fib.pine","2026-04-09 18:58:46","26318","517","2AD2BC71124EB6D3FE166674D812042345D3F413","//@version=6 || indicator(""SMC Layer 1 Canonical Rebuild v4"", overlay=true, max_labels_count=20, max_lines_count=20, max_boxes_count=10) ||  || // 1. INPUTS || liqLookback = input.int(20, ""Liquidity Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_master_impulse_replacement.pine","smc_core_detector_PRE_master_impulse_replacement.pine","2026-04-11 20:42:50","7432","174","60289B4C6468569FB69FFAC45CABFE776C7D818D","//@version=6 || indicator(""SMC Core Detector L0 Final Fib 5 Lines"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_new_full_script_fix_last_impulse_transition.pine","smc_core_detector_PRE_new_full_script_fix_last_impulse_transition.pine","2026-04-23 16:39:43","16584","384","CE81D8BF7E301BBBE982DC6DFFA04453AAACB188","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_origin_fix.pine","smc_core_detector_PRE_origin_fix.pine","2026-04-11 21:40:28","15191","344","118066491B60109DFA7BFFC2C896FC1527569EB2","//@version=6 || indicator(""SMC Core Detector L0 Owner Reset And Cleanup"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_owner_reset_and_cleanup.pine","smc_core_detector_PRE_owner_reset_and_cleanup.pine","2026-04-11 20:47:31","8878","211","1A3228C26A88B9018FE46C873E65E2626E06B126","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_process_force_active_core_publication.pine","smc_core_detector_PRE_process_force_active_core_publication.pine","2026-04-15 16:24:17","9410","223","53A903DDA5BE8F4DBD1DADDA49180666C0B55883","//@version=6 || indicator(""SMC Core Detector L0 Exact Structural Leg Completion Root"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_python_pipeline_build.pine","smc_core_detector_PRE_python_pipeline_build.pine","2026-04-15 14:39:43","9464","254","27490D3529573C651B1770607FDE7892F9C1BF24","//@version=6 || indicator(""SMC Core Detector L0 Completed Structural Impulse"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_restore_published_first_layer_sequential_engine.pine","smc_core_detector_PRE_restore_published_first_layer_sequential_engine.pine","2026-04-23 16:39:43","16584","384","CE81D8BF7E301BBBE982DC6DFFA04453AAACB188","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_start_gate_overblocking_fix.pine","smc_core_detector_PRE_start_gate_overblocking_fix.pine","2026-04-11 21:55:22","14544","338","758223CC782FB0C63F7DE5B9F1E8024CD3DB276C","//@version=6 || indicator(""SMC Core Detector L0 Flat Breakout Start"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || atrLen = input.int(14, ""ATR Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_sync_from_working_version.pine","smc_core_detector_PRE_sync_from_working_version.pine","2026-04-22 15:37:00","16618","386","7EFB4A4EB3E9D994D0E0ED855B46A9713CCCF8F6","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_user_requested_rollback.pine","smc_core_detector_PRE_user_requested_rollback.pine","2026-04-22 08:19:42","30178","655","1FD4A5BE5109DD84F659E0F133692368DD7EE2B2","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_verify_rollback_hypothesis.pine","smc_core_detector_PRE_verify_rollback_hypothesis.pine","2026-04-12 13:32:43","11251","278","ED92959015A0DB806A7126C46F1333E16DCCB882","//@version=6 || indicator(""SMC Core Detector L0 Diagnostic Start Without Strength Filters"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = 20"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v4.pine","smc_core_detector_v4.pine","2026-03-14 17:29:00","28052","661","BA220FDBB5D2F1E9420FDFB69FF9D019779C9AB9","//@version=6 || indicator(""SMC Core Detector v4"", overlay=true, max_boxes_count=200, max_labels_count=200, max_lines_count=200) ||  || //===================================== || // HELPERS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_19.pine","smc_core_detector_v5_19.pine","2026-03-18 14:48:33","63198","1505","9447585F09D60548254B756FCCB42C36C05B9A35","//@version=6 || indicator(""SMC Core Detector v5.19 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_20.pine","smc_core_detector_v5_20.pine","2026-03-18 16:01:02","57846","1392","566B99FA3B67096020FDBB52098DB17FDBBCCA25","//@version=6 || indicator(""SMC Core Detector v5.20 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_21.pine","smc_core_detector_v5_21.pine","2026-03-18 16:13:07","58534","1388","4D348BDF46DF497E134E982746925AFE177E7817","//@version=6 || indicator(""SMC Core Detector v5.21 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_22.pine","smc_core_detector_v5_22.pine","2026-03-18 16:33:09","58505","1390","B3F0E7EBE988DE4F483DDFEDFD537CBD6BA4D015","//@version=6 || indicator(""SMC Core Detector v5.22 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_23.pine","smc_core_detector_v5_23.pine","2026-03-18 16:40:34","58427","1392","2A3AC6212E4E269D89C0C40EF951591799F46780","//@version=6 || indicator(""SMC Core Detector v5.23 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_24.pine","smc_core_detector_v5_24.pine","2026-03-18 16:47:55","58346","1390","26C698428A3D4F221E413F379C60B91242508F46","//@version=6 || indicator(""SMC Core Detector v5.24 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_25.pine","smc_core_detector_v5_25.pine","2026-03-18 16:58:33","58788","1401","F2E3D92AB6E529BCBCDAFF818CD4872552A39EAB","//@version=6 || indicator(""SMC Core Detector v5.25 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_26.pine","smc_core_detector_v5_26.pine","2026-03-18 17:02:16","58873","1401","C247EC294A0393ACCE80E0026502C707DE5C052D","//@version=6 || indicator(""SMC Core Detector v5.26 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_27.pine","smc_core_detector_v5_27.pine","2026-03-18 17:05:31","58890","1401","917E8D8589AE98D425EE14B416B94EF98151F905","//@version=6 || indicator(""SMC Core Detector v5.27 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_28.pine","smc_core_detector_v5_28.pine","2026-03-18 17:08:36","58827","1404","27CC365BE14956B8FC6C6267CC1784CF9238B895","//@version=6 || indicator(""SMC Core Detector v5.28 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_29.pine","smc_core_detector_v5_29.pine","2026-03-18 17:09:37","59021","1407","80D04C2ADE3C10608DF204BA3247C1B85E90DFCE","//@version=6 || indicator(""SMC Core Detector v5.29 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_30.pine","smc_core_detector_v5_30.pine","2026-03-25 20:24:25","66010","1545","441424D41409ADCEF02744DA55AC1FCBEB893CF4","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_30__pre_v8_baseline.pine","smc_core_detector_v5_30__pre_v8_baseline.pine","2026-03-28 21:39:23","24567","681","A978189940B6E149E34C0821829FBDA679049FC1","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical Core"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=20, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_30_20260328_213352.pine","smc_core_detector_v5_30_20260328_213352.pine","2026-03-28 21:31:08","24460","676","8A4B8F004B2EC828AA42E3309446155F15789CFC","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical Core"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=20, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v5_30_20260328_213529.pine","smc_core_detector_v5_30_20260328_213529.pine","2026-03-28 21:31:08","24460","676","8A4B8F004B2EC828AA42E3309446155F15789CFC","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical Core"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=20, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6__pre_v8_baseline.pine","smc_core_detector_v6__pre_v8_baseline.pine","2026-03-26 12:34:34","86665","1896","D26AC643F92F3FCD7CC6D55B7F7885BDAC44E67F","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_000810.pine","smc_core_detector_v6_20260326_000810.pine","2026-03-26 00:08:09","86302","1888","92795F4222122FAA72E1E59BA440925BC53F708A","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_120056.pine","smc_core_detector_v6_20260326_120056.pine","2026-03-26 12:00:56","86547","1899","1027BFB3367C5FE59764A7106C32CC3354FE33B0","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_121411.pine","smc_core_detector_v6_20260326_121411.pine","2026-03-26 12:14:11","86547","1899","1027BFB3367C5FE59764A7106C32CC3354FE33B0","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_121550.pine","smc_core_detector_v6_20260326_121550.pine","2026-03-26 12:15:49","86786","1903","DD6087FAFF4C6CDDB4578991A571CD9DB59A21EF","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_121615.pine","smc_core_detector_v6_20260326_121615.pine","2026-03-26 12:16:14","86788","1904","3F82FC3720E12AB7496FFCAE166428CD3F71239E","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_123354.pine","smc_core_detector_v6_20260326_123354.pine","2026-03-26 12:33:53","86663","1895","601402D13FF48A09BE4D6E36C00B808F448096EB","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_20260326_123435.pine","smc_core_detector_v6_20260326_123435.pine","2026-03-26 12:34:34","86665","1896","D26AC643F92F3FCD7CC6D55B7F7885BDAC44E67F","//@version=6 || indicator(""SMC Core Detector v5.30 | Canonical | Sweep = Main OB"", overlay=true, max_labels_count=500, max_lines_count=500, max_boxes_count=300, max_bars_back=500) ||  || //==================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_clean__pre_v8_baseline.pine","smc_core_detector_v6_clean__pre_v8_baseline.pine","2026-03-28 21:46:53","3343","141","D9990D19F3FEB5B055593EB1A10952605343A346","//@version=6 || indicator(""SMC Core Detector v6 CLEAN | Canonical"", overlay=true, max_labels_count=100, max_boxes_count=50) ||  || // =============================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v6_clean_fixed__pre_v8_baseline.pine","smc_core_detector_v6_clean_fixed__pre_v8_baseline.pine","2026-03-28 20:58:28","7312","187","47FED263457D35509E5BA4A9A2C919D6A0F4BC0D","//@version=6 || indicator(""SMC Core Detector v6 CLEAN | Canonical"", overlay=true, max_boxes_count=50, max_labels_count=50) ||  || // ============================= || // CORE INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v7_clean_full__pre_v8_baseline.pine","smc_core_detector_v7_clean_full__pre_v8_baseline.pine","2026-03-30 11:49:57","11807","326","25C49A13B8832AFB630BFFE5375EF45766306A84","//@version=6 || indicator(""SMC Core Detector v7 CLEAN | Canonical"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=50) ||  || // ===================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v7_clean_full_20260330_112215.pine","smc_core_detector_v7_clean_full_20260330_112215.pine","2026-03-28 22:15:52","10858","303","AA0A25FC238A282ECDE03C0FE4360596EC5D79A6","//@version=6 || indicator(""SMC Core Detector v7 CLEAN | Canonical"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=50) ||  || // ===================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v7_clean_full_20260330_114016.pine","smc_core_detector_v7_clean_full_20260330_114016.pine","2026-03-28 22:21:44","11113","315","51490BC333C0B7AFFE0187D45A19815F95AA8D63","//@version=6 || indicator(""SMC Core Detector v7 CLEAN | Canonical"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=50) ||  || // ===================================================== || // INPUTS"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_v7_clean_full_20260330_114423.pine","smc_core_detector_v7_clean_full_20260330_114423.pine","2026-03-30 11:39:59","11439","315","255BAA925045706706E2A13C891DF1A7BE4FC295","//@version=6 || indicator(""SMC Core Detector v7 CLEAN | Canonical"", overlay=true, max_labels_count=100, max_boxes_count=50, max_lines_count=50) ||  || // ===================================================== || // INPUTS"
