"Path","Name","Modified","Size","LineCount","Sha1","First5"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260430_1721_after_stage_7_2l_ru_chart_text.pine","smc_core_detector_L0_completion_rule_reachable_20260430_1721_after_stage_7_2l_ru_chart_text.pine","2026-04-30 17:24:47","55945","777","58307FD4D297429B05909F9C82C051098EE63902","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260430_1721_before_stage_7_2l_ru_chart_text.pine","smc_core_detector_L0_completion_rule_reachable_20260430_1721_before_stage_7_2l_ru_chart_text.pine","2026-04-30 16:19:35","51690","699","B290AD93C24C1B2D11EBA03EDF3DC0A88B158809","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1528_stage_7_2m_protected_level_detector_design_snapshot.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1528_stage_7_2m_protected_level_detector_design_snapshot.pine","2026-04-30 17:24:47","55945","777","58307FD4D297429B05909F9C82C051098EE63902","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1532_after_stage_7_2n_protected_level_debug_visuals.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1532_after_stage_7_2n_protected_level_debug_visuals.pine","2026-05-01 15:37:57","63219","856","4A3D0ACED2607BADD5D28A25E7F6F3A1949C894C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1532_before_stage_7_2n_protected_level_debug_visuals.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1532_before_stage_7_2n_protected_level_debug_visuals.pine","2026-04-30 17:24:47","55945","777","58307FD4D297429B05909F9C82C051098EE63902","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1542_after_stage_7_2n_r_protected_level_debug_verify.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1542_after_stage_7_2n_r_protected_level_debug_verify.pine","2026-05-01 15:44:37","67732","926","C8355E7920430A3BA4D56718826ABBD1FC20AFB4","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1542_before_stage_7_2n_r_protected_level_debug_verify.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1542_before_stage_7_2n_r_protected_level_debug_verify.pine","2026-05-01 15:37:57","63219","856","4A3D0ACED2607BADD5D28A25E7F6F3A1949C894C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1552_stage_7_2o_fib_visual_persistence_audit_snapshot.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1552_stage_7_2o_fib_visual_persistence_audit_snapshot.pine","2026-05-01 15:44:37","67732","926","C8355E7920430A3BA4D56718826ABBD1FC20AFB4","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1557_after_stage_7_2p_fib_visual_reference_persistence.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1557_after_stage_7_2p_fib_visual_reference_persistence.pine","2026-05-01 16:00:53","71550","965","181231B94CCF445CB03D125F6B8C9A3CFB459DC1","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260501_1557_before_stage_7_2p_fib_visual_reference_persistence.pine","smc_core_detector_L0_completion_rule_reachable_20260501_1557_before_stage_7_2p_fib_visual_reference_persistence.pine","2026-05-01 15:44:37","67732","926","C8355E7920430A3BA4D56718826ABBD1FC20AFB4","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260502_1634_after_stage_7_2p_r_fib_visual_proof_ru_repair.pine","smc_core_detector_L0_completion_rule_reachable_20260502_1634_after_stage_7_2p_r_fib_visual_proof_ru_repair.pine","2026-05-02 16:35:38","71505","965","F41151CAC4B143CF1869B741D21251D97090B831","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_20260502_1634_before_stage_7_2p_r_fib_visual_proof_ru_repair.pine","smc_core_detector_L0_completion_rule_reachable_20260502_1634_before_stage_7_2p_r_fib_visual_proof_ru_repair.pine","2026-05-01 16:00:53","71550","965","181231B94CCF445CB03D125F6B8C9A3CFB459DC1","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_completion_rule_reachable_STAGE0_snapshot.pine","smc_core_detector_L0_completion_rule_reachable_STAGE0_snapshot.pine","2026-05-02 20:58:35","71505","965","F41151CAC4B143CF1869B741D21251D97090B831","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_current_chart_timeframe_master_rebase__compile_fix_backup__2026-04-12__21-48-19.pine","smc_core_detector_L0_current_chart_timeframe_master_rebase__compile_fix_backup__2026-04-12__21-48-19.pine","2026-04-12 21:43:03","10007","236","4CB08868EF6E3886782930588BAB808BACA706FF","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_current_chart_timeframe_master_rebase__replaced_after_split_selected_master_and_scan_candidate__2026-04-12__22-03-20.pine","smc_core_detector_L0_current_chart_timeframe_master_rebase__replaced_after_split_selected_master_and_scan_candidate__2026-04-12__22-03-20.pine","2026-04-12 21:48:02","10749","258","B2B9EBE35CEF586998774E8A8A2876D2B69795CD","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_diagnostic_start_without_strength_filters__replaced_after_exact_blocking_node_fix__2026-04-12__13-46-26.pine","smc_core_detector_L0_diagnostic_start_without_strength_filters__replaced_after_exact_blocking_node_fix__2026-04-12__13-46-26.pine","2026-04-12 13:32:43","11251","278","ED92959015A0DB806A7126C46F1333E16DCCB882","//@version=6 || indicator(""SMC Core Detector L0 Diagnostic Start Without Strength Filters"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = 20"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_exact_blocking_node_fixed__replaced_after_operational_return__2026-04-12__15-42-17.pine","smc_core_detector_L0_exact_blocking_node_fixed__replaced_after_operational_return__2026-04-12__15-42-17.pine","2026-04-12 13:45:46","11249","278","1131A5E8954A87FED0336E461275B5F5FAF43F0B","//@version=6 || indicator(""SMC Core Detector L0 Diagnostic Start Without Strength Filters"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || rangeLookback = 20"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_exact_structural_leg_completion_root__replaced_after_completion_rule_reachable__2026-04-15__20-33-47.pine","smc_core_detector_L0_exact_structural_leg_completion_root__replaced_after_completion_rule_reachable__2026-04-15__20-33-47.pine","2026-04-15 16:24:17","9410","223","53A903DDA5BE8F4DBD1DADDA49180666C0B55883","//@version=6 || indicator(""SMC Core Detector L0 Exact Structural Leg Completion Root"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_global_boundary_contract__replaced_after_structural_leg_first__2026-04-15__08-29-44.pine","smc_core_detector_L0_global_boundary_contract__replaced_after_structural_leg_first__2026-04-15__08-29-44.pine","2026-04-15 08:24:37","15017","376","D29F1722B01A2C9E7C2DBF81898FEAA89C7C84A2","//@version=6 || indicator(""SMC Core Detector L0 Global Boundary Contract"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || structureSpan = input.int(2, ""Structure Span"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_live_origin_fixation__replaced_after_clean_from_zero__2026-04-12__22-38-16.pine","smc_core_detector_L0_live_origin_fixation__replaced_after_clean_from_zero__2026-04-12__22-38-16.pine","2026-04-12 22:18:52","10603","254","6D3FEFF03D8E85E452AF2DAEE80A35253CD6BC5D","//@version=6 || indicator(""SMC Core Detector L0 Live Origin Fixation"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_operational_base_last_impulse_fix__replaced_after_verify_newer_confirmed_master__2026-04-12__15-52-34.pine","smc_core_detector_L0_operational_base_last_impulse_fix__replaced_after_verify_newer_confirmed_master__2026-04-12__15-52-34.pine","2026-04-12 15:41:43","9495","215","3B732082D30B42F634C107BBA255B9AF16B24CBD","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_owner_reset_and_cleanup__compile_fix_backup__2026-04-11__21-36-51.pine","smc_core_detector_L0_owner_reset_and_cleanup__compile_fix_backup__2026-04-11__21-36-51.pine","2026-04-11 20:56:46","14248","284","5F6878C1BEFE7FB132EAFFAC8DDECBB5DD3B17C1","//@version=6 || indicator(""SMC Core Detector L0 Owner Reset And Cleanup"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_owner_reset_and_cleanup__compile_fix_backup__2026-04-11__21-40-05.pine","smc_core_detector_L0_owner_reset_and_cleanup__compile_fix_backup__2026-04-11__21-40-05.pine","2026-04-11 21:37:50","14450","284","99C21E564F4124A733A0C4D657D82A33C6F91944","//@version=6 || indicator(""SMC Core Detector L0 Owner Reset And Cleanup"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_rearm_scanner_after_confirmed_master__replaced_after_current_chart_tf_master_rebase__2026-04-12__21-43-23.pine","smc_core_detector_L0_rearm_scanner_after_confirmed_master__replaced_after_current_chart_tf_master_rebase__2026-04-12__21-43-23.pine","2026-04-12 15:57:47","10340","233","4824963DA2AC86894ECAAD36FEA338A04E73A212","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_restore_provisional_impulse_existence__replaced_after_exact_structural_leg_completion_root__2026-04-15__16-21-17.pine","smc_core_detector_L0_restore_provisional_impulse_existence__replaced_after_exact_structural_leg_completion_root__2026-04-15__16-21-17.pine","2026-04-15 14:39:43","9464","254","27490D3529573C651B1770607FDE7892F9C1BF24","//@version=6 || indicator(""SMC Core Detector L0 Completed Structural Impulse"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_split_selected_master_and_scan_candidate__replaced_after_live_origin_fixation__2026-04-12__22-19-23.pine","smc_core_detector_L0_split_selected_master_and_scan_candidate__replaced_after_live_origin_fixation__2026-04-12__22-19-23.pine","2026-04-12 22:02:42","10520","251","49D262C901A51D12AE71DDFBB42CA236F70E1E0C","//@version=6 || indicator(""SMC Core Detector L0 Split Selected Master and Scan Candidate"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_structural_leg_first__replaced_after_completed_structural_impulse__2026-04-15__08-29-44.pine","smc_core_detector_L0_structural_leg_first__replaced_after_completed_structural_impulse__2026-04-15__08-29-44.pine","2026-04-15 08:33:07","8603","201","EA319A127AF30A314915A3084B45049DCC6EABF3","//@version=6 || indicator(""SMC Core Detector L0 Structural Leg First"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || structureLen = input.int(3, ""Structure Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_L0_verify_newer_confirmed_replaces_old_master__replaced_after_rearm_scanner__2026-04-12__16-04-42.pine","smc_core_detector_L0_verify_newer_confirmed_replaces_old_master__replaced_after_rearm_scanner__2026-04-12__16-04-42.pine","2026-04-12 15:51:52","9331","215","E8629090B60E565E4800DD92D98A2F39024FD954","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_branch_override_open_L3_by_user_decision.pine","smc_core_detector_PRE_branch_override_open_L3_by_user_decision.pine","2026-04-20 22:03:51","24058","515","B69331600043F986F54675131971130B6E8426F9","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_active_core_local_nextimpulse_timing_fix.pine","smc_core_detector_PRE_CORE_active_core_local_nextimpulse_timing_fix.pine","2026-04-24 10:52:13","22606","522","DB75D811829D4F320E28888FF60F9D0E4FA11966","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_active_impulse_promotion_fix.pine","smc_core_detector_PRE_CORE_first_layer_active_impulse_promotion_fix.pine","2026-04-24 09:51:42","22606","522","DB75D811829D4F320E28888FF60F9D0E4FA11966","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_impulse_architecture_repair.pine","smc_core_detector_PRE_CORE_first_layer_impulse_architecture_repair.pine","2026-04-22 08:19:42","30178","655","1FD4A5BE5109DD84F659E0F133692368DD7EE2B2","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_last_confirmed_visual_persistence_fix.pine","smc_core_detector_PRE_CORE_first_layer_last_confirmed_visual_persistence_fix.pine","2026-04-23 18:51:53","16807","387","4D4876E22A7D11C32999BBF4C3DB26F2D0A3F752","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_local_nextimpulse_timing_fix.pine","smc_core_detector_PRE_CORE_first_layer_local_nextimpulse_timing_fix.pine","2026-04-24 10:52:13","22606","522","DB75D811829D4F320E28888FF60F9D0E4FA11966","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_mtf_previous_current_break_rollback_architecture.pine","smc_core_detector_PRE_CORE_first_layer_mtf_previous_current_break_rollback_architecture.pine","2026-04-24 17:28:20","34088","701","7F7136963669D9457739502A4A526D40F3A4E67A","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_next_impulse_engine_implementation.pine","smc_core_detector_PRE_CORE_first_layer_next_impulse_engine_implementation.pine","2026-04-15 20:35:30","12180","282","E0E3A129100402496871044721B78FE499E4A20C","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_next_to_primary_promotion_fix.pine","smc_core_detector_PRE_CORE_first_layer_next_to_primary_promotion_fix.pine","2026-04-24 10:52:13","22606","522","DB75D811829D4F320E28888FF60F9D0E4FA11966","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_normalized_dominance_gate_fix.pine","smc_core_detector_PRE_CORE_first_layer_normalized_dominance_gate_fix.pine","2026-04-24 13:39:32","25128","551","47404D73B08C03C2AD6AC44CD8193D5CD0F41B82","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_post_confirm_life_implementation.pine","smc_core_detector_PRE_CORE_first_layer_post_confirm_life_implementation.pine","2026-04-24 15:47:07","27374","565","7C94EC50ECA047B4B95184CA81ABFBEDC0768C76","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_sequential_engine_verification.pine","smc_core_detector_PRE_CORE_first_layer_sequential_engine_verification.pine","2026-04-23 16:39:43","16584","384","CE81D8BF7E301BBBE982DC6DFFA04453AAACB188","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_first_layer_stable_takeover_contract_fix.pine","smc_core_detector_PRE_CORE_first_layer_stable_takeover_contract_fix.pine","2026-04-24 13:38:28","24736","543","FB6676F0B8C52098BB5092C1D3ABFDCEDE548B84","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_fixed_mtf_routing_and_current_primary_refresh_rearm.pine","smc_core_detector_PRE_CORE_fixed_mtf_routing_and_current_primary_refresh_rearm.pine","2026-04-25 22:02:56","60222","1125","C448382ED021CAF278C3437EA39370AD09EBE4B2","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_last_primary_break_rollback_to_previous.pine","smc_core_detector_PRE_CORE_last_primary_break_rollback_to_previous.pine","2026-04-24 15:47:07","27374","565","7C94EC50ECA047B4B95184CA81ABFBEDC0768C76","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_mtf_current_primary_lifecycle_refresh_and_rollback_rearm.pine","smc_core_detector_PRE_CORE_mtf_current_primary_lifecycle_refresh_and_rollback_rearm.pine","2026-04-25 21:28:14","57981","1108","4C0BC875A4095896BEE582D52FDFDAEF3B967CE0","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_rearm_next_impulse_architecture.pine","smc_core_detector_PRE_CORE_rearm_next_impulse_architecture.pine","2026-04-20 22:03:51","24058","515","B69331600043F986F54675131971130B6E8426F9","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_restored_first_layer_external_proof_source_provisioning.pine","smc_core_detector_PRE_CORE_restored_first_layer_external_proof_source_provisioning.pine","2026-04-23 16:39:43","16584","384","CE81D8BF7E301BBBE982DC6DFFA04453AAACB188","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_CORE_restored_first_layer_sequential_engine_verification.pine","smc_core_detector_PRE_CORE_restored_first_layer_sequential_engine_verification.pine","2026-04-23 16:39:43","16584","384","CE81D8BF7E301BBBE982DC6DFFA04453AAACB188","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_final_fib_5_lines.pine","smc_core_detector_PRE_final_fib_5_lines.pine","2026-04-11 20:32:45","6937","163","A402A2CA3C691B0609FC0EF10BA99135C895C36D","//@version=6 || indicator(""SMC Core Detector L0 Last Confirmed Single Fib"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_flat_filter.pine","smc_core_detector_PRE_flat_filter.pine","2026-04-11 21:47:20","15439","372","1018A97E2BBD27D55F3FCA057FF043D1E3EC7444","//@version=6 || indicator(""SMC Core Detector L0 Origin Displacement Fix"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || atrLen = input.int(14, ""ATR Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_full_new_script_fix_last_impulse_transition.pine","smc_core_detector_PRE_full_new_script_fix_last_impulse_transition.pine","2026-04-23 18:23:25","16574","384","4483A33E9AC638FF3C4CDFFC9F2507C3731C512E","//@version=6 || indicator(""SMC Core Detector L0 Completion Rule Reachable"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_chart_verify_exact_structural_leg_completion_root.pine","smc_core_detector_PRE_L0_chart_verify_exact_structural_leg_completion_root.pine","2026-04-15 16:24:17","9410","223","53A903DDA5BE8F4DBD1DADDA49180666C0B55883","//@version=6 || indicator(""SMC Core Detector L0 Exact Structural Leg Completion Root"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || pivotLen = input.int(3, ""Pivot Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_completed_structural_impulse_detector.pine","smc_core_detector_PRE_L0_completed_structural_impulse_detector.pine","2026-04-15 08:33:07","8603","201","EA319A127AF30A314915A3084B45049DCC6EABF3","//@version=6 || indicator(""SMC Core Detector L0 Structural Leg First"", overlay=true, max_labels_count=20, max_lines_count=20) ||  || // 1. INPUTS || structureLen = input.int(3, ""Structure Length"", minval=1)"
"D:\SMC_PROJECT\01_PINE\archive\smc_core_detector_PRE_L0_current_chart_timeframe_master_rebase.pine","smc_core_detector_PRE_L0_current_chart_timeframe_master_rebase.pine","2026-04-12 15:57:47","10340","233","4824963DA2AC86894ECAAD36FEA338A04E73A212","//@version=6 || indicator(""SMC Core Detector L0 Master Impulse Replacement"", overlay=true, max_labels_count=50, max_lines_count=20) ||  || // 1. INPUTS || seedLookback = input.int(20, ""Seed Lookback"", minval=5)"
